,driverid,lap,cume_sec
620,Valtteri Bottas,29,3213.338993370533
621,Daniel Ricciardo,29,3216.0119950175285
622,Carlos Sainz Jr.,29,3218.7090129852295
623,Kimi Räikkönen,29,3219.3719931840897
624,Lewis Hamilton,29,3220.3590036034584
625,Max Verstappen,29,3227.021998643875
626,Fernando Alonso,29,3228.9599940776825
627,Esteban Gutiérrez,29,3233.74899661541
628,Sergio Pérez,29,3237.6169872283936
629,Jenson Button,29,3240.1259954422712
630,Kevin Magnussen,29,3246.8340010643005
631,Romain Grosjean,29,3253.002004504204
632,Nico Hülkenberg,29,3255.0189957618713
633,Marcus Ericsson,29,3255.2620045542717
634,Felipe Nasr,29,3259.48099732399
635,Pascal Wehrlein,29,3262.9900028705597
636,Jolyon Palmer,29,3266.931986749172
637,Nico Rosberg,30,3273.3239998221397
638,Rio Haryanto,29,3276.838008076884
639,Daniil Kvyat,30,3297.9839971661568
640,Sebastian Vettel,30,3299.2949962615967
641,Felipe Massa,30,3311.043006539345
642,Daniel Ricciardo,30,3318.717996299267
643,Valtteri Bottas,30,3319.9599917531013
644,Carlos Sainz Jr.,30,3322.137014389038
645,Kimi Räikkönen,30,3322.759993672371
646,Lewis Hamilton,30,3328.1230035424232
647,Max Verstappen,30,3330.201998949051
648,Fernando Alonso,30,3332.7839953899384
649,Esteban Gutiérrez,30,3337.0329970121384
650,Sergio Pérez,30,3339.4629878997803
651,Jenson Button,30,3343.022994801402
652,Kevin Magnussen,30,3351.5650000572205
653,Romain Grosjean,30,3357.7800043821335
654,Nico Hülkenberg,30,3358.1849961280823
655,Marcus Ericsson,30,3358.854003608227
656,Felipe Nasr,30,3363.3739988803864
657,Pascal Wehrlein,30,3365.630002260208
658,Jolyon Palmer,30,3370.7629880309105
659,Nico Rosberg,31,3375.503000676632
660,Rio Haryanto,30,3379.2820083210245
661,Daniil Kvyat,31,3401.20399838686
662,Sebastian Vettel,31,3402.2949962615967
663,Felipe Massa,31,3418.79800760746
664,Daniel Ricciardo,31,3421.2979981303215
665,Carlos Sainz Jr.,31,3425.5810146331787
666,Kimi Räikkönen,31,3426.1259948015213
667,Max Verstappen,31,3433.2519981861115
668,Fernando Alonso,31,3436.2969958782196
669,Valtteri Bottas,31,3439.61899214983
670,Esteban Gutiérrez,31,3441.253997683525
671,Sergio Pérez,31,3441.982988357544
672,Jenson Button,31,3445.7169950455427
673,Lewis Hamilton,31,3446.27800232172
674,Kevin Magnussen,31,3456.2199988365173
675,Nico Hülkenberg,31,3461.1029953956604
676,Marcus Ericsson,31,3463.168002784252
677,Romain Grosjean,31,3463.700002551079
678,Felipe Nasr,31,3467.448000192642
679,Pascal Wehrlein,31,3468.6370022296906
680,Jolyon Palmer,31,3474.755988061428
681,Nico Rosberg,32,3477.3809990286827
682,Rio Haryanto,31,3481.4750091144815
683,Daniil Kvyat,32,3504.05999737978
684,Sebastian Vettel,32,3505.4279956817627
685,Daniel Ricciardo,32,3523.68799751997
686,Carlos Sainz Jr.,32,3529.202013015747
687,Kimi Räikkönen,32,3529.6489936113358
688,Max Verstappen,32,3536.143996477127
689,Felipe Massa,32,3539.5340076088905
690,Valtteri Bottas,32,3541.207992851734
691,Sergio Pérez,32,3544.6879901885986
692,Fernando Alonso,32,3544.811995267868
693,Esteban Gutiérrez,32,3546.3609961271286
694,Lewis Hamilton,32,3546.9400010704994
695,Jenson Button,32,3549.114993855357
696,Kevin Magnussen,32,3561.155999660492
697,Nico Hülkenberg,32,3563.8879952430725
698,Marcus Ericsson,32,3566.7900044322014
699,Romain Grosjean,32,3569.270002245903
700,Felipe Nasr,32,3571.379999399185
701,Pascal Wehrlein,32,3571.7020008563995
702,Nico Rosberg,33,3579.6749977469444
703,Jolyon Palmer,32,3580.64698690176
704,Rio Haryanto,32,3584.2300101825967
705,Daniil Kvyat,33,3607.162998020649
706,Sebastian Vettel,33,3608.8929958343506
707,Daniel Ricciardo,33,3626.2459961771965
708,Kimi Räikkönen,33,3633.175994038582
709,Carlos Sainz Jr.,33,3637.915014266968
710,Max Verstappen,33,3639.0779945850372
711,Felipe Massa,33,3641.5640063881874
712,Valtteri Bottas,33,3643.3919909596443
713,Sergio Pérez,33,3647.1959896087646
714,Lewis Hamilton,33,3648.435000002384
715,Esteban Gutiérrez,33,3650.8389967679977
716,Jenson Button,33,3652.0999944657087
717,Fernando Alonso,33,3665.926995277405
718,Kevin Magnussen,33,3666.891999721527
719,Nico Hülkenberg,33,3667.6849961280823
720,Marcus Ericsson,33,3670.3140026926994
721,Pascal Wehrlein,33,3675.7070019245148
722,Felipe Nasr,33,3677.0310003757477
723,Romain Grosjean,33,3679.9650019407272
724,Nico Rosberg,34,3681.7199959158897
725,Jolyon Palmer,33,3685.5619878172874
726,Rio Haryanto,33,3687.2640105793253
727,Daniil Kvyat,34,3710.4139974713326
728,Sebastian Vettel,34,3712.2189960479736
729,Daniel Ricciardo,34,3728.752996146679
730,Kimi Räikkönen,34,3735.5249930620193
731,Max Verstappen,34,3741.9189941883087
732,Felipe Massa,34,3743.3790050148964
733,Valtteri Bottas,34,3745.7199900746346
734,Lewis Hamilton,34,3749.7800012230873
735,Sergio Pérez,34,3750.4139881134033
736,Jenson Button,34,3754.9759939163923
737,Esteban Gutiérrez,34,3759.2579954862595
738,Carlos Sainz Jr.,34,3760.1360142230988
739,Fernando Alonso,34,3768.7599954605103
740,Nico Hülkenberg,34,3771.968996524811
741,Kevin Magnussen,34,3772.898000240326
742,Marcus Ericsson,34,3773.8250042796135
743,Pascal Wehrlein,34,3778.8210003376007
744,Felipe Nasr,34,3781.352998971939
745,Nico Rosberg,35,3784.134996831417
746,Jolyon Palmer,34,3790.3139867186546
747,Rio Haryanto,34,3790.8010093281046
748,Romain Grosjean,34,3800.4380019307137
749,Daniil Kvyat,35,3818.6089971661568
750,Sebastian Vettel,35,3820.4209957122803
751,Daniel Ricciardo,35,3831.216996848583
752,Kimi Räikkönen,35,3837.667994618416
753,Max Verstappen,35,3844.9349930286407
754,Felipe Massa,35,3845.6040034890175
755,Valtteri Bottas,35,3847.8799899220467
756,Lewis Hamilton,35,3851.2660012841225
757,Sergio Pérez,35,3853.3429889678955
758,Jenson Button,35,3857.4349935501814
759,Carlos Sainz Jr.,35,3861.6210148334503
760,Fernando Alonso,35,3871.0639963150024
761,Nico Hülkenberg,35,3874.9419960975647
762,Marcus Ericsson,35,3877.4030033946037
763,Esteban Gutiérrez,35,3879.1489943265915
764,Pascal Wehrlein,35,3882.3840000629425
765,Kevin Magnussen,35,3884.7770018577576
766,Felipe Nasr,35,3885.6239988803864
767,Nico Rosberg,36,3891.9079956412315
768,Jolyon Palmer,35,3895.291987359524
769,Rio Haryanto,35,3895.6520110676065
770,Romain Grosjean,35,3901.0910018086433
771,Daniel Ricciardo,36,3933.844995200634
772,Sebastian Vettel,36,3937.831995010376
773,Daniil Kvyat,36,3938.793997168541
774,Kimi Räikkönen,36,3941.1859961748123
775,Max Verstappen,36,3948.1589920520782
776,Felipe Massa,36,3948.648002207279
777,Valtteri Bottas,36,3950.400989830494
778,Lewis Hamilton,36,3952.94299942255
779,Sergio Pérez,36,3956.1769886016846
780,Jenson Button,36,3960.2579954117537
781,Carlos Sainz Jr.,36,3963.5610134601593
782,Fernando Alonso,36,3973.2899980545044
783,Nico Hülkenberg,36,3978.0209946632385
784,Marcus Ericsson,36,3980.8870045542717
785,Esteban Gutiérrez,36,3981.4199942350388
786,Pascal Wehrlein,36,3985.822999238968
787,Felipe Nasr,36,3989.532999277115
788,Rio Haryanto,36,4000.183009297587
789,Jolyon Palmer,36,4001.7659863829613
790,Romain Grosjean,36,4002.5640013813972
791,Kevin Magnussen,36,4005.248001843691
792,Nico Rosberg,37,4012.23099565506
793,Sebastian Vettel,37,4038.4419956207275
794,Daniil Kvyat,37,4040.6479972600937
795,Daniel Ricciardo,37,4041.053994834423
796,Kimi Räikkönen,37,4049.3919974565506
797,Max Verstappen,37,4051.5709908008575
798,Felipe Massa,37,4051.994002878666
799,Valtteri Bottas,37,4053.3479884266853
800,Lewis Hamilton,37,4054.9249978661537
801,Sergio Pérez,37,4059.072988510132
802,Jenson Button,37,4063.457996174693
803,Carlos Sainz Jr.,37,4066.015012025833
804,Fernando Alonso,37,4076.078999519348
805,Nico Hülkenberg,37,4081.2049927711487
806,Esteban Gutiérrez,37,4083.244994997978
807,Marcus Ericsson,37,4085.196002662182
808,Pascal Wehrlein,37,4089.467000246048
809,Felipe Nasr,37,4093.966997385025
810,Rio Haryanto,37,4104.066008717753
811,Romain Grosjean,37,4105.163000404835
812,Kevin Magnussen,37,4107.634003430605
813,Jolyon Palmer,37,4108.930987298489
814,Nico Rosberg,38,4112.648994922638
815,Sebastian Vettel,38,4139.612997055054
816,Daniil Kvyat,38,4142.19399869442
817,Max Verstappen,38,4154.535990953445
818,Felipe Massa,38,4155.021003305912
819,Valtteri Bottas,38,4155.8909876942635
820,Lewis Hamilton,38,4156.705996096134
821,Daniel Ricciardo,38,4159.710996329784
822,Sergio Pérez,38,4162.645990371704
823,Jenson Button,38,4166.559997364879
824,Kimi Räikkönen,38,4167.819998860359
825,Carlos Sainz Jr.,38,4168.647011995316
826,Fernando Alonso,38,4178.502999305725
827,Nico Hülkenberg,38,4184.096991062164
828,Esteban Gutiérrez,38,4185.283996462822
829,Marcus Ericsson,38,4188.6640011668205
830,Pascal Wehrlein,38,4192.975999116898
831,Felipe Nasr,38,4197.8759977817535
832,Romain Grosjean,38,4207.579000771046
833,Rio Haryanto,38,4208.224009663798
834,Kevin Magnussen,38,4210.44800260663
835,Nico Rosberg,39,4214.271996021271
836,Jolyon Palmer,38,4221.518988549709
837,Sebastian Vettel,39,4240.924997329712
838,Daniil Kvyat,39,4243.970999121666
839,Felipe Massa,39,4258.4710040688515
840,Valtteri Bottas,39,4259.149986565113
841,Lewis Hamilton,39,4259.508997499943
842,Daniel Ricciardo,39,4260.739995658398
843,Max Verstappen,39,4263.761992692947
844,Sergio Pérez,39,4265.808988571167
845,Kimi Räikkönen,39,4268.96699821949
846,Jenson Button,39,4269.8399961441755
847,Carlos Sainz Jr.,39,4271.039010286331
848,Fernando Alonso,39,4281.355999946594
849,Nico Hülkenberg,39,4286.958990573883
850,Esteban Gutiérrez,39,4287.330997347832
851,Marcus Ericsson,39,4292.214000403881
852,Pascal Wehrlein,39,4296.476998567581
853,Felipe Nasr,39,4302.604997873306
854,Romain Grosjean,39,4309.712000191212
855,Rio Haryanto,39,4312.361010701396
856,Kevin Magnussen,39,4313.493000775576
857,Nico Rosberg,40,4315.333996295929
858,Sebastian Vettel,40,4342.636999130249
859,Jolyon Palmer,39,4343.777988612652
860,Daniil Kvyat,40,4345.834997534752
861,Felipe Massa,40,4361.065005838871
862,Lewis Hamilton,40,4361.97099930048
863,Daniel Ricciardo,40,4362.860994040966
864,Valtteri Bottas,40,4363.306988060474
865,Sergio Pérez,40,4368.77898979187
866,Kimi Räikkönen,40,4369.559996724129
867,Jenson Button,40,4372.957996174693
868,Carlos Sainz Jr.,40,4373.520009279251
869,Max Verstappen,40,4384.107992678881
870,Fernando Alonso,40,4384.897999763489
871,Nico Hülkenberg,40,4389.764990329742
872,Esteban Gutiérrez,40,4390.283996462822
873,Marcus Ericsson,40,4396.084998786449
874,Pascal Wehrlein,40,4400.074998140335
875,Romain Grosjean,40,4412.057001411915
876,Felipe Nasr,40,4412.458997964859
877,Nico Rosberg,41,4416.733997821808
878,Kevin Magnussen,40,4418.316002637148
879,Rio Haryanto,40,4421.258010060526
880,Sebastian Vettel,41,4444.5429973602295
881,Jolyon Palmer,40,4446.081989467144
882,Daniil Kvyat,41,4448.027998328209
883,Felipe Massa,41,4463.431006968021
884,Lewis Hamilton,41,4463.902998507023
885,Daniel Ricciardo,41,4464.362992942333
886,Valtteri Bottas,41,4466.580986320972
887,Kimi Räikkönen,41,4471.414996266365
888,Sergio Pérez,41,4472.216989517212
889,Carlos Sainz Jr.,41,4476.362008333206
890,Jenson Button,41,4477.020995900035
891,Max Verstappen,41,4484.506990939379
892,Fernando Alonso,41,4488.197999000549
893,Nico Hülkenberg,41,4492.65199136734
894,Esteban Gutiérrez,41,4493.543994784355
895,Marcus Ericsson,41,4499.3539997935295
896,Pascal Wehrlein,41,4504.038998842239
897,Romain Grosjean,41,4514.505003273487
898,Nico Rosberg,42,4517.571999073029
899,Kevin Magnussen,41,4521.236000806093
900,Felipe Nasr,41,4535.27299785614
901,Rio Haryanto,41,4544.744010121562
902,Sebastian Vettel,42,4546.233999252319
903,Jolyon Palmer,41,4548.859989345074
904,Daniil Kvyat,42,4550.333998084068
905,Felipe Massa,42,4566.296008646488
906,Lewis Hamilton,42,4566.685000002384
907,Daniel Ricciardo,42,4567.138993918896
908,Valtteri Bottas,42,4569.926986992359
909,Kimi Räikkönen,42,4572.385996937752
910,Sergio Pérez,42,4575.376989364624
911,Carlos Sainz Jr.,42,4578.964009523392
912,Jenson Button,42,4580.874995991588
913,Max Verstappen,42,4585.643991976976
914,Fernando Alonso,42,4591.079998970032
915,Nico Hülkenberg,42,4595.899992465973
916,Esteban Gutiérrez,42,4596.616996645927
917,Marcus Ericsson,42,4602.726001441479
918,Pascal Wehrlein,42,4608.055997133255
919,Romain Grosjean,42,4617.7540038228035
920,Nico Rosberg,43,4618.836998462677
921,Kevin Magnussen,42,4624.241001874208
922,Felipe Nasr,42,4635.854998588562
923,Rio Haryanto,42,4646.753008992411
924,Sebastian Vettel,43,4647.961000442505
925,Daniil Kvyat,43,4652.2189964056015
926,Jolyon Palmer,42,4653.744987666607
927,Daniel Ricciardo,43,4668.964994132519
928,Felipe Massa,43,4669.601008951664
929,Lewis Hamilton,43,4670.031000673771
930,Valtteri Bottas,43,4673.15198546648
931,Kimi Räikkönen,43,4673.504996418953
932,Sergio Pérez,43,4678.252988815308
933,Carlos Sainz Jr.,43,4681.171010255814
934,Jenson Button,43,4684.501994892955
935,Max Verstappen,43,4686.664991885424
936,Fernando Alonso,43,4693.769997596741
937,Nico Hülkenberg,43,4699.042994022369
938,Esteban Gutiérrez,43,4704.251994967461
939,Marcus Ericsson,43,4706.332000434399
940,Pascal Wehrlein,43,4717.499997377396
941,Nico Rosberg,44,4720.533997058868
942,Romain Grosjean,43,4722.560003578663
943,Kevin Magnussen,43,4727.215000897646
944,Felipe Nasr,43,4737.491000175476
945,Sebastian Vettel,44,4750.034002304077
946,Rio Haryanto,43,4751.180007130839
947,Daniil Kvyat,44,4753.9009956121445
948,Jolyon Palmer,43,4756.363987147808
949,Daniel Ricciardo,44,4770.5089928507805
950,Felipe Massa,44,4772.413009226322
951,Lewis Hamilton,44,4772.929998934269
952,Kimi Räikkönen,44,4774.982997059822
953,Valtteri Bottas,44,4776.900986015797
954,Sergio Pérez,44,4781.339990615845
955,Carlos Sainz Jr.,44,4783.24800992012
956,Max Verstappen,44,4787.619993716478
957,Jenson Button,44,4792.81599406898
958,Fernando Alonso,44,4796.673996925354
959,Nico Hülkenberg,44,4802.376993656158
960,Marcus Ericsson,44,4809.67300003767
961,Nico Rosberg,45,4821.613998889923
962,Esteban Gutiérrez,44,4823.72099673748
963,Kevin Magnussen,44,4830.012001782656
964,Romain Grosjean,44,4831.264002144337
965,Felipe Nasr,44,4839.152998924255
966,Pascal Wehrlein,44,4839.987997293472
967,Sebastian Vettel,45,4851.964002609253
968,Rio Haryanto,44,4854.0240089008585
969,Daniil Kvyat,45,4855.577993750572
970,Jolyon Palmer,44,4859.591987788677
971,Daniel Ricciardo,45,4871.685990989208
972,Felipe Massa,45,4874.967010080814
973,Lewis Hamilton,45,4875.320997774601
974,Kimi Räikkönen,45,4876.271998524666
975,Valtteri Bottas,45,4879.750984489918
976,Sergio Pérez,45,4883.8269901275635
977,Carlos Sainz Jr.,45,4885.134011507034
978,Max Verstappen,45,4888.896994143724
979,Fernando Alonso,45,4899.246998786926
980,Nico Hülkenberg,45,4905.688993930817
981,Jenson Button,45,4910.149993702769
982,Marcus Ericsson,45,4913.485000312328
983,Nico Rosberg,46,4922.408997058868
984,Esteban Gutiérrez,45,4924.088996767998
985,Kevin Magnussen,45,4932.889000684023
986,Pascal Wehrlein,45,4941.956999063492
987,Felipe Nasr,45,4942.032000541687
988,Romain Grosjean,45,4950.620001137257
989,Sebastian Vettel,46,4953.7070026397705
990,Daniil Kvyat,46,4957.647993445396
991,Rio Haryanto,45,4958.400008351542
992,Jolyon Palmer,45,4963.122986018658
993,Daniel Ricciardo,46,4972.7829911112785
994,Felipe Massa,46,4978.271010935307
995,Kimi Räikkönen,46,4978.939997792244
996,Lewis Hamilton,46,4979.465998232365
997,Valtteri Bottas,46,4983.034984886646
998,Sergio Pérez,46,4986.808988571167
999,Carlos Sainz Jr.,46,4987.481011629105
